ts_code,ann_date,end_date,roe,roa,grossprofit_margin,debt_to_assets,ocfps,netprofit_yoy,or_yoy
600000.SH,20150319,20141231,20.2461,,,93.7252,10.248,14.9162,23.1625
600000.SH,20150319,20141231,20.2461,,,93.7252,10.248,14.9162,23.1625
600000.SH,20141031,20140930,15.9734,,,94.0733,2.684,16.7047,23.8641
600000.SH,20141031,20140930,15.9734,,,94.0733,2.684,16.7047,23.8641
600000.SH,20140814,20140630,10.72,,,94.3688,-1.629,16.8678,26.9251
600000.SH,20140814,20140630,10.72,,,94.3688,-1.629,16.8678,26.9251
600000.SH,20140430,20140331,5.087,,,94.1281,-4.265,20.2965,25.4009
600000.SH,20140430,20140331,5.087,,,94.1281,-4.265,20.2965,25.4009
600000.SH,20140320,20131231,21.4323,,,94.369,16.534,19.704,20.5697
600000.SH,20140320,20131231,21.4323,,,94.369,16.534,19.704,20.5697
600000.SH,20131031,20130930,15.9785,,,94.4796,14.605,14.1315,19.1468
600000.SH,20131031,20130930,15.9785,,,94.4796,14.605,14.1315,19.1468
600000.SH,20130814,20130630,10.6458,,,94.5501,13.476,12.7552,16.2892
600000.SH,20130814,20130630,10.6458,,,94.5501,13.476,12.7552,16.2892
600000.SH,20130427,20130331,4.8871,,,94.4518,5.384,12.7819,10.558
600000.SH,20130427,20130331,4.8871,,,94.4518,5.384,12.7819,10.558
600000.SH,20130314,20121231,20.9481,,,94.2888,4.963,25.2877,22.1355
600000.SH,20130314,20121231,20.9481,,,94.2888,4.963,25.2877,22.1355
600000.SH,20121031,20120930,16.4011,,,94.5391,1.703,31.22,23.3687
600000.SH,20121031,20120930,16.4011,,,94.5391,1.703,31.22,23.3687
600000.SH,20120815,20120630,11.0594,,,94.6024,1.125,33.4908,25.5385
600000.SH,20120815,20120630,11.0594,,,94.6024,1.125,33.4908,25.5385
600009.SH,20251031,20250930,3.9044,3.7552,26.6269,36.8522,1.6823,35.9838,5.6912
600009.SH,20250830,20250630,2.4972,2.4209,26.4006,37.2343,1.0231,28.137,4.7778
600009.SH,20250429,20250331,1.2381,1.2108,26.8707,35.8097,0.2831,34.5339,4.7166
600009.SH,20250429,20241231,4.7057,4.5647,21.9343,37.8552,2.2226,107.0499,11.9651
600009.SH,20241031,20240930,2.9553,2.9,22.5601,38.2494,1.5285,141.8723,16.0345
600009.SH,20240817,20240630,1.9972,1.9095,22.6238,37.9993,1.0193,515.0185,24.5466
600009.SH,20240430,20240331,0.947,0.8869,23.4584,39.8287,0.197,488.3017,40.6129
600009.SH,20240430,20240331,0.947,0.8869,23.4584,39.8287,0.197,488.3017,40.6129
600009.SH,20240330,20231231,2.3308,2.6261,16.5116,39.5132,1.6155,131.1875,101.5714
600009.SH,20240330,20231231,2.3308,2.6261,16.5116,39.5132,1.6155,131.1875,101.5714
600009.SH,20231031,20230930,1.2465,1.4963,14.5764,39.7033,0.817,123.6282,91.814
600009.SH,20230831,20230630,0.334,0.5526,10.0853,39.9909,0.4623,108.7023,92.6896
600009.SH,20230429,20230331,-0.2511,-0.0821,-0.5486,41.8154,-0.0133,80.3024,18.7827
600009.SH,20230429,20230331,-0.2511,-0.0821,-0.5486,41.8154,-0.0133,80.3024,18.7827
600009.SH,20230429,20221231,-8.9252,-5.6259,-62.413,39.9433,-0.047,-89.7672,-32.7946
600009.SH,20230429,20221231,-8.9252,-5.6259,-62.413,39.9433,-0.047,-89.7672,-32.7946
600009.SH,20221029,20220930,-6.1748,-3.833,-56.6723,39.5265,-0.2057,-96.4597,-32.0648
600009.SH,20221029,20220930,-6.1748,-3.833,-56.6723,39.5265,-0.2057,-96.4597,-32.0648
600009.SH,20220831,20220630,-4.6791,-2.8465,-130.2336,47.7753,0.0092,-69.7744,-35.3723
600009.SH,20220831,20220630,-4.6791,-2.8465,-130.2336,47.7753,0.0092,-69.7744,-35.3723
600009.SH,20220430,20220331,-1.8662,-1.1033,-62.012,44.459,-0.0725,-16.5228,-2.9393
600009.SH,20220430,20220331,-1.8662,-1.1033,-62.012,44.459,-0.0725,-16.5228,-2.9393
600009.SH,20220416,20211231,-6.0329,-4.3663,-63.0203,46.1247,0.1614,-35.0757,-13.3768
600009.SH,20220416,20211231,-6.0329,-4.3663,-63.0203,46.1247,0.1614,-35.0757,-13.3768
600009.SH,20211023,20210930,-4.3759,-3.4299,-68.48,45.6455,0.1675,-69.654,-20.085
600009.SH,20211023,20210930,-4.3759,-3.4299,-68.48,45.6455,0.1675,-69.654,-20.085
600009.SH,20210828,20210630,-2.5679,-2.0059,-64.5821,45.2174,0.0987,-92.0021,-26.9732
600009.SH,20210828,20210630,-2.5679,-2.0059,-64.5821,45.2174,0.0987,-92.0021,-26.9732
600009.SH,20210429,20210331,-1.5051,-1.1938,-70.148,44.8004,0.0413,-641.6263,-47.0539
600009.SH,20210429,20210331,-1.5051,-1.1938,-70.148,44.8004,0.0413,-641.6263,-47.0539
600009.SH,20210327,20201231,-4.138,-5.0931,-53.3813,10.973,-0.6319,-125.1809,-60.6798
600009.SH,20210327,20201231,-4.138,-5.0931,-53.3813,10.973,-0.6319,-125.1809,-60.6798
600009.SH,20201031,20200930,-2.3885,-3.5178,-42.0042,13.0946,-0.4341,-118.4611,-58.1144
600009.SH,20201031,20200930,-2.3885,-3.5178,-42.0042,13.0946,-0.4341,-118.4611,-58.1144
600009.SH,20200829,20200630,-1.2425,-1.7692,-28.4297,15.0552,-0.3317,-114.291,-54.7188
600009.SH,20200829,20200630,-1.2425,-1.7692,-28.4297,15.0552,-0.3317,-114.291,-54.7188
600009.SH,20200429,20200331,0.2515,0.1897,0.9463,10.3467,-0.1016,-94.2081,-41.0218
600009.SH,20200429,20200331,0.2515,0.1897,0.9463,10.3467,-0.1016,-94.2081,-41.0218
600009.SH,20200328,20191231,16.6977,18.968,51.2071,12.702,2.5351,18.8773,17.5189
600009.SH,20200328,20191231,16.6977,18.968,51.2071,12.702,2.5351,18.8773,17.5189
600009.SH,20191030,20190930,13.4916,15.2515,54.7953,13.8119,1.9223,27.1922,18.945
600009.SH,20191030,20190930,13.4916,15.2515,54.7953,13.8119,1.9223,27.1922,18.945
600009.SH,20190828,20190630,9.3216,10.8137,56.3677,9.8653,1.1397,33.5367,21.1053
600009.SH,20190828,20190630,9.3216,10.8137,56.3677,9.8653,1.1397,33.5367,21.1053
600009.SH,20190427,20190331,4.8069,5.6435,55.2394,6.6315,0.5078,36.6715,21.6444
600009.SH,20190427,20190331,4.8069,5.6435,55.2394,6.6315,0.5078,36.6715,21.6444
600009.SH,20190323,20181231,15.8545,18.5919,51.6881,7.4178,2.3184,14.8782,15.5132
600009.SH,20190323,20181231,15.8545,18.5919,51.6881,7.4178,2.3184,14.8782,15.5132
600009.SH,20181030,20180930,12.0126,14.0104,51.6998,7.4803,1.663,16.6566,14.8397
600009.SH,20181030,20180930,12.0126,14.0104,51.6998,7.4803,1.663,16.6566,14.8397
600009.SH,20180825,20180630,7.9016,9.0762,51.3427,10.4359,1.0101,19.2094,15.5661
600009.SH,20180825,20180630,7.9016,9.0762,51.3427,10.4359,1.0101,19.2094,15.5661
600009.SH,20180427,20180331,3.9698,4.6318,50.684,6.4049,0.2593,28.6179,20.3458
600009.SH,20180427,20180331,3.9698,4.6318,50.684,6.4049,0.2593,28.6179,20.3458
600009.SH,20180324,20171231,15.5323,17.3246,49.8173,7.5021,2.135,31.2854,15.9808
600009.SH,20180324,20171231,15.5323,17.3246,49.8173,7.5021,2.135,31.2854,15.9808
600009.SH,20171028,20170930,11.5946,12.8714,48.2332,7.859,1.4364,27.9079,14.8952
600009.SH,20171028,20170930,11.5946,12.8714,48.2332,7.859,1.4364,27.9079,14.8952
600009.SH,20170826,20170630,7.4637,7.8621,48.2239,18.7415,0.9947,20.5603,14.713
600009.SH,20170826,20170630,7.4637,7.8621,48.2239,18.7415,0.9947,20.5603,14.713
600009.SH,20170428,20170331,3.4876,3.714,45.3529,15.2116,0.2552,23.4602,15.7695
600009.SH,20170428,20170331,3.4876,3.714,45.3529,15.2116,0.2552,23.4602,15.7695
600009.SH,20170318,20161231,13.167,13.5816,45.1319,16.0316,1.3362,10.8325,10.5972
600009.SH,20170318,20161231,13.167,13.5816,45.1319,16.0316,1.3362,10.8325,10.5972
600009.SH,20161029,20160930,10.0428,10.2002,44.4614,16.3241,0.6469,9.3538,10.7997
600009.SH,20161029,20160930,10.0428,10.2002,44.4614,16.3241,0.6469,9.3538,10.7997
600009.SH,20160827,20160630,6.8253,6.7296,44.6043,19.2687,0.3174,8.8992,9.8151
600009.SH,20160827,20160630,6.8253,6.7296,44.6043,19.2687,0.3174,8.8992,9.8151
600009.SH,20160428,20160331,3.1058,3.0713,43.0082,17.5383,-0.0327,2.1532,7.5585
600009.SH,20160428,20160331,3.1058,3.0713,43.0082,17.5383,-0.0327,2.1532,7.5585
600009.SH,20160312,20151231,13.0546,13.1338,45.9428,19.2739,1.6645,20.8013,9.2945
600009.SH,20160312,20151231,13.0546,13.1338,45.9428,19.2739,1.6645,20.8013,9.2945
600009.SH,20151028,20150930,10.0834,10.2233,46.3411,17.8658,0.9007,21.9179,10.4454
600009.SH,20151028,20150930,10.0834,10.2233,46.3411,17.8658,0.9007,21.9179,10.4454
600009.SH,20150828,20150630,6.881,6.9112,46.9284,19.3865,0.4276,25.6084,12.5684
600009.SH,20150828,20150630,6.881,6.9112,46.9284,19.3865,0.4276,25.6084,12.5684
600009.SH,20150428,20150331,3.3421,3.4146,45.4356,17.4918,0.1747,23.129,11.8788
600009.SH,20150428,20150331,3.3421,3.4146,45.4356,17.4918,0.1747,23.129,11.8788
600009.SH,20150312,20141231,11.8366,12.3713,43.764,18.2046,1.547,11.8899,10.2731
600009.SH,20150312,20141231,11.8366,12.3713,43.764,18.2046,1.547,11.8899,10.2731
600009.SH,20141030,20140930,9.0493,9.4362,42.1653,17.4309,0.9106,7.904,9.9798
600009.SH,20141030,20140930,9.0493,9.4362,42.1653,17.4309,0.9106,7.904,9.9798
600009.SH,20140816,20140630,5.9889,6.3109,43.8603,18.998,0.4498,15.1705,11.234
600009.SH,20140816,20140630,5.9889,6.3109,43.8603,18.998,0.4498,15.1705,11.234
600009.SH,20140429,20140331,2.9631,3.174,44.5267,16.0622,0.0598,20.2645,14.5393
600009.SH,20140429,20140331,2.9631,3.174,44.5267,16.0622,0.0598,20.2645,14.5393
600009.SH,20140329,20131231,11.4441,12.4379,43.9451,17.5496,1.4784,18.4557,10.4804
600009.SH,20140329,20131231,11.4441,12.4379,43.9451,17.5496,1.4784,18.4557,10.4804
600009.SH,20131030,20130930,9.0533,9.949,46.398,16.7149,0.8914,24.4157,10.3983
600009.SH,20131030,20130930,9.0533,9.949,46.398,16.7149,0.8914,24.4157,10.3983
600009.SH,20130829,20130630,5.6243,6.0378,44.4806,20.1431,0.5426,18.2943,8.6802
600009.SH,20130829,20130630,5.6243,6.0378,44.4806,20.1431,0.5426,18.2943,8.6802
600009.SH,20130427,20130331,2.649,2.899,42.4455,16.276,0.15,15.2028,7.8441
600009.SH,20130427,20130331,2.649,2.899,42.4455,16.276,0.15,15.2028,7.8441
600009.SH,20130302,20121231,10.1527,11.1674,37.932,17.2912,1.1326,5.4324,2.3682
600009.SH,20130302,20121231,10.1527,11.1674,37.932,17.2912,1.1326,5.4324,2.3682
600009.SH,20121027,20120930,7.6507,8.4435,38.8441,17.1807,0.55,3.8026,3.9849
600009.SH,20121027,20120930,7.6507,8.4435,38.8441,17.1807,0.55,3.8026,3.9849
600010.SH,20251028,20250930,0.4473,1.0203,9.9901,60.4582,0.0163,145.0348,-3.5807
600010.SH,20250826,20250630,0.2911,0.6791,9.5594,60.0644,0.004,39.9918,-11.0205
600010.SH,20250429,20250331,0.0866,0.3309,8.2506,59.7189,-0.0218,-29.3304,-13.0416
600010.SH,20250429,20250331,0.0866,0.3309,8.2506,59.7189,-0.0218,-29.3304,-13.0416
600010.SH,20250419,20241231,0.5102,1.2974,7.877,60.4798,0.0524,-48.6427,-3.5087
600010.SH,20241031,20240930,-1.0009,0.4416,7.8771,60.3019,0.0198,-208.7452,-6.9373
600010.SH,20240828,20240630,0.2082,0.638,8.5773,60.2309,0.0037,-73.8329,-1.0515
600010.SH,20240427,20240331,0.1226,0.366,7.4291,59.7224,-0.0066,-78.1199,3.4875
600010.SH,20240419,20231231,0.9885,1.5056,9.7185,59.5039,-0.0218,170.9355,-2.2258
600010.SH,20231027,20230930,0.901,1.1767,10.2005,59.9176,-0.0245,163.6554,-7.9422
600010.SH,20230825,20230630,0.7841,0.82,10.7653,60.1723,-0.0231,-2.2763,-13.3516
600010.SH,20230428,20230331,0.5527,0.4935,10.3558,58.589,0.0067,-12.1477,-15.0041
600010.SH,20230428,20230331,0.5527,0.4935,10.3558,58.589,0.0067,-12.1477,-15.0041
600010.SH,20230422,20221231,-1.3556,0.2945,7.7327,58.1556,0.0453,-125.4655,-16.2577
600010.SH,20230422,20221231,-1.3556,0.2945,7.7327,58.1556,0.0453,-125.4655,-16.2577
600010.SH,20221028,20220930,-1.3689,0.2179,5.9059,58.0896,0.0279,-119.7482,-9.0489
600010.SH,20221028,20220930,-1.3689,0.2179,5.9059,58.0896,0.0279,-119.7482,-9.0489
600010.SH,20220826,20220630,0.7606,0.8317,8.4383,58.4397,0.0372,-84.8361,4.1304
600010.SH,20220826,20220630,0.7606,0.885,8.4383,58.4397,0.0372,-84.8361,4.1304
600010.SH,20220428,20220331,0.5968,0.527,7.6529,56.9396,0.0208,-54.9224,15.2798
600010.SH,20220428,20220331,0.5968,0.527,7.6529,56.9396,0.0208,-54.9224,15.2798
600010.SH,20220415,20211231,5.3053,3.7458,11.1824,56.6104,0.2407,606.0948,45.4172
600010.SH,20220415,20211231,5.3053,3.7458,11.1824,56.6104,0.2407,606.0948,45.4172
600010.SH,20211030,20210930,6.8992,4.3227,14.6194,56.9414,0.184,2159.8084,47.5004
600010.SH,20211030,20210930,6.8992,4.3227,14.6194,56.9414,0.184,2159.8084,47.5004
600010.SH,20210827,20210630,5.0953,3.132,16.7286,57.9409,0.0984,3188.1361,41.0853
600010.SH,20210827,20210630,5.0953,3.132,16.7286,57.9409,0.0984,3188.1361,41.0853
600010.SH,20210430,20210331,1.3797,1.1045,13.7674,58.131,0.0289,326.6618,32.4789
600010.SH,20210430,20210331,1.3797,1.1045,13.7674,58.131,0.0289,326.6618,32.4789
600010.SH,20210430,20201231,0.7696,1.9262,9.6658,57.2762,0.085,-39.2215,-6.5166
600010.SH,20210430,20201231,0.7696,1.9262,9.6658,57.2762,0.085,-39.2215,-6.5166
600010.SH,20201030,20200930,0.3167,1.4573,12.854,57.1798,0.0465,-85.9379,-7.4574
600010.SH,20201030,20200930,0.3167,1.4573,12.854,57.1798,0.0465,-85.9379,-7.4574
600010.SH,20200831,20200630,0.1595,0.8797,12.9404,56.474,0.015,-91.9274,-7.7738
600010.SH,20200831,20200630,0.1595,0.8797,12.9404,56.474,0.015,-91.9274,-7.7738
600010.SH,20200430,20200331,-0.6166,0.2716,11.5887,57.3952,-0.0288,-166.4912,-1.7153
600010.SH,20200430,20200331,-0.6166,0.2716,11.5887,57.3952,-0.0288,-166.4912,-1.7153
600010.SH,20200430,20191231,1.2701,2.2442,12.8612,58.5406,-0.0085,-79.9044,-5.6411
600010.SH,20200430,20191231,1.2701,2.2442,12.8612,58.5406,-0.0085,-79.9044,-5.6411
600010.SH,20191030,20190930,2.2379,2.1895,13.9844,63.7021,-0.0208,-48.3991,-2.8656
600010.SH,20191030,20190930,2.2379,2.1895,13.9844,63.7021,-0.0208,-48.3991,-2.8656
600010.SH,20190828,20190630,1.9619,1.6254,15.526,62.8685,-0.0039,-26.4649,-4.3317
600010.SH,20190828,20190630,1.9619,1.6254,15.526,62.8685,-0.0039,-26.4649,-4.3317
600010.SH,20190430,20190331,0.924,0.8275,16.5453,63.0377,0.0037,-23.5025,3.5074
600010.SH,20190430,20190331,0.924,0.8275,16.5453,63.0377,0.0037,-23.5025,3.5074
600010.SH,20190419,20181231,6.5297,4.2214,15.7213,64.6037,0.1568,61.2494,25.1544
600010.SH,20190419,20181231,6.5297,4.2214,15.7213,64.6037,0.1568,61.2494,25.1544
600010.SH,20181031,20180930,4.5538,3.2973,16.1288,64.8152,0.108,63.7973,38.3721
600010.SH,20181031,20180930,4.5538,3.2973,16.1288,64.8152,0.108,63.7973,38.3721
600010.SH,20180829,20180630,2.835,2.1318,15.286,65.4137,0.0415,140.997,49.9173
600010.SH,20180829,20180630,2.835,2.1318,15.286,65.4137,0.0415,140.997,49.9173
600010.SH,20180427,20180331,1.2827,1.043,18.3208,65.7597,0.0294,222.1856,22.1764
600010.SH,20180427,20180331,1.2827,1.043,18.3208,65.7597,0.0294,222.1856,22.1764
600010.SH,20180420,20171231,4.2689,3.0844,15.5156,66.2191,0.1608,2324.0454,73.016
600010.SH,20180420,20171231,4.2689,3.0844,15.5156,66.2191,0.1608,2324.0454,73.016
600010.SH,20171027,20170930,2.933,2.1506,15.1523,66.1454,0.0853,497.8115,74.3852
600010.SH,20171027,20170930,2.933,2.1506,15.1523,66.1454,0.0853,497.8115,74.3852
600010.SH,20170824,20170630,1.2359,0.9029,11.9504,66.2257,0.0599,2035.528,75.56
600010.SH,20170824,20170630,1.2359,0.9029,11.9504,66.2257,0.0599,2035.528,75.56
600010.SH,20170428,20170331,0.4177,0.3462,9.3728,66.5382,0.0332,135.9138,95.9177
600010.SH,20170428,20170331,0.4177,0.3462,9.3728,66.5382,0.0332,135.9138,95.9177
600010.SH,20170421,20161231,0.1803,0.6445,8.6016,66.4584,0.1984,102.5718,37.8968
600010.SH,20170421,20161231,0.1803,0.6445,8.6016,66.4584,0.1984,102.5718,37.8968
600010.SH,20161029,20160930,0.4982,0.6526,6.4866,66.2931,0.1571,117.7595,14.4371
600010.SH,20161029,20160930,0.4982,0.6526,6.4866,66.2931,0.1571,117.7595,14.4371
600010.SH,20160826,20160630,0.0584,0.3007,5.1424,66.2001,0.134,117.8701,4.665
600010.SH,20160826,20160630,0.0584,0.3007,5.1424,66.2001,0.134,117.8701,4.665
600010.SH,20160430,20160331,-1.1755,-0.3058,-13.3442,66.867,0.0072,-428.3289,-24.231
600010.SH,20160430,20160331,-1.1755,-0.3058,-13.3442,66.867,0.0072,-428.3289,-24.231
600010.SH,20160420,20151231,-10.0112,-2.9261,-14.2673,67.3616,-0.0299,-383.8865,-31.0949
600010.SH,20160420,20151231,-10.0112,-2.9261,-14.2673,67.3616,-0.0299,-383.8865,-31.0949
600010.SH,20151030,20150930,-3.8723,-0.7789,-2.609,66.4747,0.0378,-265.6613,-25.8894
600010.SH,20151030,20150930,-3.8723,-0.7789,-2.609,66.4747,0.0378,-265.6613,-25.8894
600010.SH,20150828,20150630,-1.3572,-0.1584,4.6762,65.2584,0.1528,-1342.4458,-21.6407
600010.SH,20150828,20150630,-1.3572,-0.1584,4.6762,65.2584,0.1528,-1342.4458,-21.6407
600010.SH,20150429,20150331,0.0522,0.3406,9.1129,81.6443,0.0444,194.8677,5.551
600010.SH,20150429,20150331,0.0522,0.3406,9.1129,81.6443,0.0444,194.8677,5.551
600010.SH,20150429,20141231,1.0578,1.4657,10.9036,81.5206,0.1852,-20.0904,-21.1237
600010.SH,20150429,20141231,1.0578,1.4657,10.9036,81.5206,0.1852,-20.0904,-21.1237
600010.SH,20141030,20140930,0.2982,0.8628,7.9412,80.7167,0.2026,-70.9141,-23.4016
600010.SH,20141030,20140930,0.2982,0.8628,7.9412,80.7167,0.2026,-70.9141,-23.4016
600010.SH,20140828,20140630,0.1936,0.6345,8.5041,79.2333,0.12,-69.9261,-23.6964
600010.SH,20140828,20140630,0.1936,0.6345,8.5041,79.2333,0.12,-69.9261,-23.6964
600010.SH,20140429,20140331,-0.0551,0.2669,7.5261,78.7766,-0.18,-111.1727,-30.8407
600010.SH,20140429,20140331,-0.0551,0.2669,7.5261,78.7766,-0.18,-111.1727,-30.8407
600010.SH,20140308,20131231,1.5729,1.5623,7.9769,78.2539,0.8933,-36.6113,-5.4271
600010.SH,20140308,20131231,1.5729,1.5623,7.9769,78.2539,0.8933,-36.6113,-5.4271
600010.SH,20131031,20130930,1.0488,0.9903,6.9388,76.626,0.5607,-40.8434,-4.2259
600010.SH,20131031,20130930,1.0488,0.9903,6.9388,76.626,0.5607,-40.8434,-4.2259
600010.SH,20130831,20130630,0.72,0.8096,7.1737,76.451,0.079,-57.7114,-3.6579
600010.SH,20130831,20130630,0.72,0.8096,7.1737,76.451,0.079,-57.7114,-3.6579
600010.SH,20130427,20130331,0.6028,0.4965,6.1722,73.6233,0.03,-51.5766,-1.5596
600010.SH,20130427,20130331,0.6028,0.4965,6.1722,73.6233,0.03,-51.5766,-1.5596
600010.SH,20130418,20121231,1.9819,2.2399,7.6334,79.3816,0.8547,-48.3891,-13.7366
600010.SH,20130418,20121231,1.9819,2.2399,7.6334,79.3816,0.8547,-48.3891,-13.7366
600010.SH,20121031,20120930,0.6254,1.5402,6.9176,78.233,0.36,-87.4216,-16.6751
600010.SH,20121031,20120930,0.6254,1.5402,6.9176,78.233,0.36,-87.4216,-16.6751
600010.SH,20120830,20120630,0.5464,1.1195,6.9458,76.9712,-0.0138,-83.4596,-18.2701
600011.SH,20251029,20250930,10.4352,4.7587,19.9482,63.7787,3.3617,42.524,-6.1936
600011.SH,20250730,20250630,6.6283,3.0601,19.5989,64.52,1.9587,24.2569,-5.7015
600011.SH,20250429,20250331,3.5613,1.6809,19.0451,64.3303,1.1082,8.1939,-7.698
600011.SH,20250429,20250331,3.5613,1.6809,19.0451,64.3303,1.1082,8.1939,-7.698
600011.SH,20250326,20241231,7.5202,4.4799,15.1446,65.4,3.2189,20.0097,-3.4772
600011.SH,20250326,20241231,7.5202,4.4799,15.1446,65.4,3.2189,20.0097,-3.4772
600011.SH,20241030,20240930,7.7178,3.9787,16.0256,64.3374,2.7387,-17.1185,-3.6201
600011.SH,20240731,20240630,5.5714,2.7313,15.571,68.05,1.5036,18.1592,-5.7338
600011.SH,20240424,20240331,3.4246,1.6352,16.0735,67.5775,0.7735,104.2471,0.1494
600011.SH,20240320,20231231,7.0183,4.1069,12.1156,68.3342,2.8983,214.3282,3.1095
600011.SH,20231025,20230930,10.2145,4.3868,12.86,70.024,2.1442,418.6877,4.0059
600011.SH,20230726,20230630,5.2523,2.4893,12.0352,70.9012,0.8765,309.669,7.8406
600011.SH,20230726,20230630,5.2523,2.4893,12.0352,70.9012,0.8765,309.669,7.8406
600011.SH,20230426,20230331,1.9061,1.0582,10.079,71.2954,0.391,335.302,0.0291
600011.SH,20230426,20230331,1.9061,1.0582,10.079,71.2954,0.391,335.302,0.0291
600011.SH,20230322,20221231,-6.9106,-0.0161,3.0415,74.8224,2.0716,26.1739,20.3069
600011.SH,20230322,20221231,-6.9106,-0.0161,3.0415,74.8224,2.0716,26.1739,20.3069
600011.SH,20221026,20220930,-3.797,0.3372,2.5331,75.3562,1.6297,-476.556,26.5857
600011.SH,20221026,20220930,-3.797,0.3372,2.5331,75.3562,1.6297,-476.556,26.5857
600011.SH,20220727,20220630,-2.9024,0.1589,1.9316,75.0585,1.2796,-167.604,22.6834
600011.SH,20220727,20220630,-2.9024,0.1589,1.9316,75.0585,1.2796,-167.604,22.6834
600011.SH,20220427,20220331,-0.911,0.3189,3.6555,74.7611,0.5353,-129.9593,30.5434
600011.SH,20220427,20220331,-0.911,0.3189,3.6555,74.7611,0.5353,-129.9593,30.5434
600011.SH,20220323,20211231,-9.0453,-1.2426,-0.3304,74.7195,0.3843,-324.8497,20.7543
600011.SH,20220323,20211231,-9.0453,-1.2426,-0.3304,74.7195,0.3843,-324.8497,20.7543
600011.SH,20211027,20210930,0.6566,1.7379,7.752,69.6013,1.4521,-91.4232,18.9987
600011.SH,20211027,20210930,0.6566,1.7379,7.752,69.6013,1.4521,-91.4232,18.9987
600011.SH,20210728,20210630,3.5292,2.3578,13.2762,68.0508,1.2189,-25.2977,20.173
600011.SH,20210728,20210630,3.5292,2.3578,13.2762,68.0508,1.2189,-25.2977,20.173
600011.SH,20210428,20210331,2.5464,1.5868,16.637,67.176,0.7218,51.752,23.5908
600011.SH,20210428,20210331,2.5464,1.5868,16.637,67.176,0.7218,51.752,23.5908
600011.SH,20210324,20201231,4.1451,4.1679,17.4445,67.7149,2.6787,191.5131,-2.3873
600011.SH,20210324,20201231,4.1451,4.1679,17.4445,67.7149,2.6787,191.5131,-2.3873
600011.SH,20201028,20200930,8.094,4.9816,19.5928,65.4508,1.7352,69.3401,-4.309
600011.SH,20201028,20200930,8.094,4.9816,19.5928,65.4508,1.7352,69.3401,-4.309
600011.SH,20200819,20200630,5.3135,3.3073,19.6592,67.6958,1.0116,49.7287,-5.2069
600011.SH,20200819,20200630,5.3135,3.3073,19.6592,67.6958,1.0116,49.7287,-5.2069
600011.SH,20200422,20200331,2.0491,1.4959,18.8776,70.5788,0.5179,-22.4244,-11.6105
600011.SH,20200422,20200331,2.0491,1.4959,18.8776,70.5788,0.5179,-22.4244,-11.6105
600011.SH,20200401,20191231,1.8554,3.7479,14.5906,71.6417,2.3776,17.2063,2.1333
600011.SH,20200401,20191231,1.8554,3.7479,14.5906,71.6417,2.3776,17.2063,2.1333
600011.SH,20191023,20190930,6.2068,4.1946,15.7905,72.8526,1.8121,170.9547,0.9869
600011.SH,20191023,20190930,6.2068,4.1946,15.7905,72.8526,1.8121,170.9547,0.9869
600011.SH,20190731,20190630,4.5102,2.9184,16.4023,73.7715,1.0663,79.1063,0.8849
600011.SH,20190731,20190630,4.5102,2.9184,16.4023,73.7715,1.0663,79.1063,0.8849
600011.SH,20190426,20190331,3.1352,1.8552,18.3108,73.627,0.6864,114.2692,5.1501
600011.SH,20190426,20190331,3.1352,1.8552,18.3108,73.627,0.6864,114.2692,5.1501
600011.SH,20190320,20181231,1.8126,3.5149,11.3044,74.7705,1.8405,-17.4235,11.042
600011.SH,20190320,20181231,1.8126,3.5149,11.3044,74.7705,1.8405,-17.4235,11.042
600011.SH,20181024,20180930,2.5461,3.17,12.502,74.2507,1.4714,-29.3297,13.0841
600011.SH,20181024,20180930,2.5461,3.17,12.502,74.2507,1.4714,-29.3297,13.0841
600011.SH,20180801,20180630,2.809,2.2897,13.1517,75.4115,0.9944,170.2875,15.3586
600011.SH,20180801,20180630,2.809,2.2897,13.1517,75.4115,0.9944,170.2875,15.3586
600011.SH,20180425,20180331,1.6012,1.2572,13.4855,75.3402,0.6159,86.9642,15.1118
600011.SH,20180425,20180331,1.6012,1.2572,13.4855,75.3402,0.6159,86.9642,15.1118
600011.SH,20180314,20171231,2.2835,3.857,11.3146,75.6522,1.9208,-82.729,10.3577
600011.SH,20180314,20171231,2.2835,3.857,11.3146,75.6522,1.9208,-82.729,10.3577
600011.SH,20171025,20170930,3.6299,3.3307,12.0543,75.5482,1.4185,-74.3027,10.786
600011.SH,20171025,20170930,3.6299,3.3307,12.0543,75.5482,1.4185,-74.3027,10.786
600011.SH,20170802,20170630,1.0425,1.8263,11.489,76.7699,0.9409,-89.8759,11.3552
600011.SH,20170802,20170630,1.0425,1.8263,11.489,76.7699,0.9409,-89.8759,11.3552
600011.SH,20170426,20170331,0.8393,1.0626,12.3047,75.2174,0.5032,-86.9723,7.5373
600011.SH,20170426,20170331,0.8393,1.0626,12.3047,75.2174,0.5032,-86.9723,7.5373
600011.SH,20170322,20161231,10.9542,6.907,21.4598,68.7264,2.073,-36.0637,-11.7068
600011.SH,20170322,20161231,10.9542,6.907,21.4598,68.7264,2.073,-36.0637,-11.7068
600011.SH,20161026,20160930,11.5777,6.759,26.8883,67.074,1.8025,-29.0603,-14.4255
600011.SH,20161026,20160930,11.5777,6.759,26.8883,67.074,1.8025,-29.0603,-14.4255
