exchange,trade_date,is_open,source_name,source_type,source_file,source_hash,as_of_date
SZSE,20240107,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240108,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240109,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240110,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240111,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240112,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240113,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240114,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240115,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240116,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240117,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240118,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240119,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240120,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240121,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240122,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240123,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240124,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240125,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240126,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240127,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240128,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240129,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240130,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240131,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240201,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
SZSE,20240202,false,tushare,LOCAL_USER_PROVIDED,data/research_db/market_data/processed/trading_calendar.csv,6a8fa077e9b7167a9881e46b1f1f2d44aec53828132fc047aa82af373cb306a5,2026-06-01
