ticker,rebalance_date,horizon,forward_return,label_role
601328,20251105,5D,0.014986,OUTCOME_LABEL_ONLY
601328,20251105,20D,0.025886,OUTCOME_LABEL_ONLY
601328,20251105,60D,-0.107629,OUTCOME_LABEL_ONLY
601728,20251105,5D,0.023739,OUTCOME_LABEL_ONLY
601728,20251105,20D,0.029674,OUTCOME_LABEL_ONLY
601728,20251105,60D,-0.120178,OUTCOME_LABEL_ONLY
000333,20251105,5D,0.046747,OUTCOME_LABEL_ONLY
000333,20251105,20D,0.082038,OUTCOME_LABEL_ONLY
000333,20251105,60D,-0.007901,OUTCOME_LABEL_ONLY
688256,20251105,5D,0.01319,OUTCOME_LABEL_ONLY
688256,20251105,20D,-0.011647,OUTCOME_LABEL_ONLY
688256,20251105,60D,-0.048383,OUTCOME_LABEL_ONLY
300308,20251105,5D,0.030901,OUTCOME_LABEL_ONLY
300308,20251105,20D,0.097943,OUTCOME_LABEL_ONLY
300308,20251105,60D,0.316534,OUTCOME_LABEL_ONLY
688041,20251105,5D,-0.009099,OUTCOME_LABEL_ONLY
688041,20251105,20D,-0.053423,OUTCOME_LABEL_ONLY
688041,20251105,60D,0.208604,OUTCOME_LABEL_ONLY
000858,20251105,5D,0.036151,OUTCOME_LABEL_ONLY
000858,20251105,20D,-0.004992,OUTCOME_LABEL_ONLY
000858,20251105,60D,-0.133242,OUTCOME_LABEL_ONLY
601998,20251105,5D,0.003704,OUTCOME_LABEL_ONLY
601998,20251105,20D,-0.039506,OUTCOME_LABEL_ONLY
601998,20251105,60D,-0.104938,OUTCOME_LABEL_ONLY
601166,20251105,5D,0.00377,OUTCOME_LABEL_ONLY
601166,20251105,20D,-0.013195,OUTCOME_LABEL_ONLY
601166,20251105,60D,-0.125825,OUTCOME_LABEL_ONLY
002475,20251105,5D,-0.05264,OUTCOME_LABEL_ONLY
002475,20251105,20D,-0.035421,OUTCOME_LABEL_ONLY
002475,20251105,60D,-0.126271,OUTCOME_LABEL_ONLY
601398,20251203,5D,-0.013665,OUTCOME_LABEL_ONLY
601398,20251203,20D,-0.014907,OUTCOME_LABEL_ONLY
601398,20251203,60D,-0.124224,OUTCOME_LABEL_ONLY
601288,20251203,5D,-0.02005,OUTCOME_LABEL_ONLY
601288,20251203,20D,-0.037594,OUTCOME_LABEL_ONLY
601288,20251203,60D,-0.184211,OUTCOME_LABEL_ONLY
601939,20251203,5D,-0.026483,OUTCOME_LABEL_ONLY
601939,20251203,20D,-0.016949,OUTCOME_LABEL_ONLY
601939,20251203,60D,-0.083686,OUTCOME_LABEL_ONLY
600941,20251203,5D,-0.018192,OUTCOME_LABEL_ONLY
600941,20251203,20D,-0.052419,OUTCOME_LABEL_ONLY
600941,20251203,60D,-0.116373,OUTCOME_LABEL_ONLY
601988,20251203,5D,-0.031987,OUTCOME_LABEL_ONLY
601988,20251203,20D,-0.035354,OUTCOME_LABEL_ONLY
601988,20251203,60D,-0.109428,OUTCOME_LABEL_ONLY
601857,20251203,5D,-0.033233,OUTCOME_LABEL_ONLY
601857,20251203,20D,0.048338,OUTCOME_LABEL_ONLY
601857,20251203,60D,0.106747,OUTCOME_LABEL_ONLY
600519,20251203,5D,-0.018403,OUTCOME_LABEL_ONLY
600519,20251203,20D,-0.036331,OUTCOME_LABEL_ONLY
600519,20251203,60D,0.043776,OUTCOME_LABEL_ONLY
300750,20251203,5D,0.016752,OUTCOME_LABEL_ONLY
300750,20251203,20D,-0.023452,OUTCOME_LABEL_ONLY
300750,20251203,60D,-0.03696,OUTCOME_LABEL_ONLY
600938,20251203,5D,-0.017758,OUTCOME_LABEL_ONLY
600938,20251203,20D,0.050836,OUTCOME_LABEL_ONLY
600938,20251203,60D,0.267061,OUTCOME_LABEL_ONLY
601138,20251203,5D,0.057231,OUTCOME_LABEL_ONLY
601138,20251203,20D,0.005999,OUTCOME_LABEL_ONLY
601138,20251203,60D,-0.069553,OUTCOME_LABEL_ONLY
601628,20251203,5D,0.038086,OUTCOME_LABEL_ONLY
601628,20251203,20D,0.056665,OUTCOME_LABEL_ONLY
601628,20251203,60D,0.065954,OUTCOME_LABEL_ONLY
600036,20251203,5D,-0.030458,OUTCOME_LABEL_ONLY
600036,20251203,20D,-0.021158,OUTCOME_LABEL_ONLY
600036,20251203,60D,-0.098349,OUTCOME_LABEL_ONLY
601318,20251203,5D,0.071979,OUTCOME_LABEL_ONLY
601318,20251203,20D,0.172237,OUTCOME_LABEL_ONLY
601318,20251203,60D,0.114824,OUTCOME_LABEL_ONLY
688981,20251203,5D,0.042018,OUTCOME_LABEL_ONLY
688981,20251203,20D,0.10043,OUTCOME_LABEL_ONLY
688981,20251203,60D,0.040405,OUTCOME_LABEL_ONLY
002594,20251203,5D,0.01494,OUTCOME_LABEL_ONLY
002594,20251203,20D,0.02809,OUTCOME_LABEL_ONLY
002594,20251203,60D,-0.037875,OUTCOME_LABEL_ONLY
601088,20251203,5D,-0.035062,OUTCOME_LABEL_ONLY
601088,20251203,20D,-0.027378,OUTCOME_LABEL_ONLY
601088,20251203,60D,0.012968,OUTCOME_LABEL_ONLY
601899,20251203,5D,0.026026,OUTCOME_LABEL_ONLY
601899,20251203,20D,0.15015,OUTCOME_LABEL_ONLY
601899,20251203,60D,0.322322,OUTCOME_LABEL_ONLY
600028,20251203,5D,-0.015126,OUTCOME_LABEL_ONLY
600028,20251203,20D,0.038655,OUTCOME_LABEL_ONLY
600028,20251203,60D,0.095798,OUTCOME_LABEL_ONLY
600900,20251203,5D,-0.013442,OUTCOME_LABEL_ONLY
600900,20251203,20D,-0.038203,OUTCOME_LABEL_ONLY
600900,20251203,60D,-0.081358,OUTCOME_LABEL_ONLY
601658,20251203,5D,-0.026786,OUTCOME_LABEL_ONLY
601658,20251203,20D,-0.026786,OUTCOME_LABEL_ONLY
601658,20251203,60D,-0.105357,OUTCOME_LABEL_ONLY
601328,20251203,5D,-0.029216,OUTCOME_LABEL_ONLY
601328,20251203,20D,-0.037185,OUTCOME_LABEL_ONLY
601328,20251203,60D,-0.12085,OUTCOME_LABEL_ONLY
601728,20251203,5D,-0.020173,OUTCOME_LABEL_ONLY
601728,20251203,20D,-0.092219,OUTCOME_LABEL_ONLY
601728,20251203,60D,-0.174352,OUTCOME_LABEL_ONLY
000333,20251203,5D,-0.025557,OUTCOME_LABEL_ONLY
000333,20251203,20D,-0.048923,OUTCOME_LABEL_ONLY
000333,20251203,60D,-0.03006,OUTCOME_LABEL_ONLY
300308,20251203,5D,0.176179,OUTCOME_LABEL_ONLY
300308,20251203,20D,0.164722,OUTCOME_LABEL_ONLY
300308,20251203,60D,0.080843,OUTCOME_LABEL_ONLY
688256,20251203,5D,0.066487,OUTCOME_LABEL_ONLY
688256,20251203,20D,0.017451,OUTCOME_LABEL_ONLY
688256,20251203,60D,-0.187383,OUTCOME_LABEL_ONLY
688041,20251203,5D,0.039783,OUTCOME_LABEL_ONLY
688041,20251203,20D,0.067907,OUTCOME_LABEL_ONLY
688041,20251203,60D,0.172932,OUTCOME_LABEL_ONLY
000858,20251203,5D,-0.034429,OUTCOME_LABEL_ONLY
000858,20251203,20D,-0.083564,OUTCOME_LABEL_ONLY
000858,20251203,60D,-0.090225,OUTCOME_LABEL_ONLY
601166,20251203,5D,-0.028176,OUTCOME_LABEL_ONLY
601166,20251203,20D,0.005731,OUTCOME_LABEL_ONLY
601166,20251203,60D,-0.126074,OUTCOME_LABEL_ONLY
601998,20251203,5D,-0.037275,OUTCOME_LABEL_ONLY
601998,20251203,20D,-0.010283,OUTCOME_LABEL_ONLY
601998,20251203,60D,-0.068123,OUTCOME_LABEL_ONLY
002475,20251203,5D,0.012071,OUTCOME_LABEL_ONLY
002475,20251203,20D,-0.035872,OUTCOME_LABEL_ONLY
002475,20251203,60D,-0.123087,OUTCOME_LABEL_ONLY
601398,20260107,5D,-0.007742,OUTCOME_LABEL_ONLY
601398,20260107,20D,-0.065806,OUTCOME_LABEL_ONLY
601398,20260107,60D,-0.021935,OUTCOME_LABEL_ONLY
601288,20260107,5D,-0.001335,OUTCOME_LABEL_ONLY
601288,20260107,20D,-0.109479,OUTCOME_LABEL_ONLY
601288,20260107,60D,-0.106809,OUTCOME_LABEL_ONLY
601939,20260107,5D,0.003319,OUTCOME_LABEL_ONLY
601939,20260107,20D,-0.035398,OUTCOME_LABEL_ONLY
601939,20260107,60D,0.045354,OUTCOME_LABEL_ONLY
600941,20260107,5D,-0.012662,OUTCOME_LABEL_ONLY
600941,20260107,20D,-0.053539,OUTCOME_LABEL_ONLY
600941,20260107,60D,-0.064307,OUTCOME_LABEL_ONLY
601857,20260107,5D,-0.005051,OUTCOME_LABEL_ONLY
601857,20260107,20D,0.066667,OUTCOME_LABEL_ONLY
601857,20260107,60D,0.219192,OUTCOME_LABEL_ONLY
601988,20260107,5D,-0.016187,OUTCOME_LABEL_ONLY
601988,20260107,20D,-0.03777,OUTCOME_LABEL_ONLY
601988,20260107,60D,0.055755,OUTCOME_LABEL_ONLY
600519,20260107,5D,-0.01781,OUTCOME_LABEL_ONLY
600519,20260107,20D,0.071408,OUTCOME_LABEL_ONLY
600519,20260107,60D,0.025348,OUTCOME_LABEL_ONLY
300750,20260107,5D,-0.045902,OUTCOME_LABEL_ONLY
300750,20260107,20D,-0.016118,OUTCOME_LABEL_ONLY
300750,20260107,60D,0.093528,OUTCOME_LABEL_ONLY
601628,20260107,5D,-0.01176,OUTCOME_LABEL_ONLY
601628,20260107,20D,-0.0293,OUTCOME_LABEL_ONLY
601628,20260107,60D,-0.262109,OUTCOME_LABEL_ONLY
600938,20260107,5D,0.034278,OUTCOME_LABEL_ONLY
600938,20260107,20D,0.189577,OUTCOME_LABEL_ONLY
600938,20260107,60D,0.351522,OUTCOME_LABEL_ONLY
601318,20260107,5D,-0.087815,OUTCOME_LABEL_ONLY
601318,20260107,20D,-0.082369,OUTCOME_LABEL_ONLY
601318,20260107,60D,-0.207897,OUTCOME_LABEL_ONLY
601138,20260107,5D,-0.049881,OUTCOME_LABEL_ONLY
601138,20260107,20D,-0.154236,OUTCOME_LABEL_ONLY
601138,20260107,60D,-0.155661,OUTCOME_LABEL_ONLY
600036,20260107,5D,-0.049348,OUTCOME_LABEL_ONLY
600036,20260107,20D,-0.074496,OUTCOME_LABEL_ONLY
600036,20260107,60D,-0.055279,OUTCOME_LABEL_ONLY
688981,20260107,5D,-0.042237,OUTCOME_LABEL_ONLY
688981,20260107,20D,-0.116479,OUTCOME_LABEL_ONLY
688981,20260107,60D,-0.258886,OUTCOME_LABEL_ONLY
601899,20260107,5D,0.048475,OUTCOME_LABEL_ONLY
601899,20260107,20D,0.066449,OUTCOME_LABEL_ONLY
601899,20260107,60D,-0.069989,OUTCOME_LABEL_ONLY
002594,20260107,5D,-0.015369,OUTCOME_LABEL_ONLY
002594,20260107,20D,-0.08668,OUTCOME_LABEL_ONLY
002594,20260107,60D,0.051742,OUTCOME_LABEL_ONLY
601088,20260107,5D,0.011634,OUTCOME_LABEL_ONLY
601088,20260107,20D,0.028114,OUTCOME_LABEL_ONLY
601088,20260107,60D,0.129908,OUTCOME_LABEL_ONLY
600028,20260107,5D,-0.021311,OUTCOME_LABEL_ONLY
600028,20260107,20D,0.065574,OUTCOME_LABEL_ONLY
600028,20260107,60D,-0.034426,OUTCOME_LABEL_ONLY
300308,20260107,5D,-0.042931,OUTCOME_LABEL_ONLY
300308,20260107,20D,-0.096191,OUTCOME_LABEL_ONLY
300308,20260107,60D,-0.028615,OUTCOME_LABEL_ONLY
600900,20260107,5D,-0.015424,OUTCOME_LABEL_ONLY
600900,20260107,20D,-0.031216,OUTCOME_LABEL_ONLY
600900,20260107,60D,-0.012853,OUTCOME_LABEL_ONLY
601658,20260107,5D,-0.027624,OUTCOME_LABEL_ONLY
601658,20260107,20D,-0.058932,OUTCOME_LABEL_ONLY
601658,20260107,60D,-0.058932,OUTCOME_LABEL_ONLY
601328,20260107,5D,-0.012623,OUTCOME_LABEL_ONLY
601328,20260107,20D,-0.064516,OUTCOME_LABEL_ONLY
601328,20260107,60D,-0.01683,OUTCOME_LABEL_ONLY
000333,20260107,5D,-0.02797,OUTCOME_LABEL_ONLY
000333,20260107,20D,0.005544,OUTCOME_LABEL_ONLY
000333,20260107,60D,-0.031876,OUTCOME_LABEL_ONLY
688256,20260107,5D,0.031716,OUTCOME_LABEL_ONLY
688256,20260107,20D,-0.234343,OUTCOME_LABEL_ONLY
688256,20260107,60D,-0.246243,OUTCOME_LABEL_ONLY
601728,20260107,5D,0.0,OUTCOME_LABEL_ONLY
601728,20260107,20D,-0.08147,OUTCOME_LABEL_ONLY
601728,20260107,60D,-0.091054,OUTCOME_LABEL_ONLY
688041,20260107,5D,0.129068,OUTCOME_LABEL_ONLY
688041,20260107,20D,0.095398,OUTCOME_LABEL_ONLY
688041,20260107,60D,-0.010954,OUTCOME_LABEL_ONLY
688235,20260107,5D,0.000227,OUTCOME_LABEL_ONLY
688235,20260107,20D,-0.098399,OUTCOME_LABEL_ONLY
688235,20260107,60D,-0.188452,OUTCOME_LABEL_ONLY
603993,20260107,5D,0.060537,OUTCOME_LABEL_ONLY
603993,20260107,20D,0.077378,OUTCOME_LABEL_ONLY
603993,20260107,60D,-0.169777,OUTCOME_LABEL_ONLY
601601,20260107,5D,-0.054291,OUTCOME_LABEL_ONLY
601601,20260107,20D,-0.065985,OUTCOME_LABEL_ONLY
601601,20260107,60D,-0.200042,OUTCOME_LABEL_ONLY
601166,20260107,5D,-0.034369,OUTCOME_LABEL_ONLY
601166,20260107,20D,-0.096987,OUTCOME_LABEL_ONLY
601166,20260107,60D,-0.109699,OUTCOME_LABEL_ONLY
601398,20260204,5D,0.006906,OUTCOME_LABEL_ONLY
601398,20260204,20D,-0.022099,OUTCOME_LABEL_ONLY
601398,20260204,60D,0.031768,OUTCOME_LABEL_ONLY
601288,20260204,5D,0.017991,OUTCOME_LABEL_ONLY
601288,20260204,20D,0.001499,OUTCOME_LABEL_ONLY
601288,20260204,60D,0.04048,OUTCOME_LABEL_ONLY
601939,20260204,5D,0.027523,OUTCOME_LABEL_ONLY
601939,20260204,20D,0.020642,OUTCOME_LABEL_ONLY
601939,20260204,60D,0.125,OUTCOME_LABEL_ONLY
600941,20260204,5D,-0.008217,OUTCOME_LABEL_ONLY
600941,20260204,20D,-0.005478,OUTCOME_LABEL_ONLY
600941,20260204,60D,0.017065,OUTCOME_LABEL_ONLY
601857,20260204,5D,0.027462,OUTCOME_LABEL_ONLY
601857,20260204,20D,0.253788,OUTCOME_LABEL_ONLY
601857,20260204,60D,0.160038,OUTCOME_LABEL_ONLY
600519,20260204,5D,-0.013554,OUTCOME_LABEL_ONLY
600519,20260204,20D,-0.081193,OUTCOME_LABEL_ONLY
600519,20260204,60D,-0.0812,OUTCOME_LABEL_ONLY
601988,20260204,5D,0.011215,OUTCOME_LABEL_ONLY
601988,20260204,20D,0.0,OUTCOME_LABEL_ONLY
601988,20260204,60D,0.082243,OUTCOME_LABEL_ONLY
300750,20260204,5D,0.008136,OUTCOME_LABEL_ONLY
300750,20260204,20D,-0.071583,OUTCOME_LABEL_ONLY
300750,20260204,60D,0.219078,OUTCOME_LABEL_ONLY
600938,20260204,5D,0.024111,OUTCOME_LABEL_ONLY
600938,20260204,20D,0.259924,OUTCOME_LABEL_ONLY
600938,20260204,60D,0.174655,OUTCOME_LABEL_ONLY
601628,20260204,5D,0.001437,OUTCOME_LABEL_ONLY
601628,20260204,20D,-0.125051,OUTCOME_LABEL_ONLY
601628,20260204,60D,-0.247639,OUTCOME_LABEL_ONLY
601318,20260204,5D,0.001484,OUTCOME_LABEL_ONLY
601318,20260204,20D,-0.083234,OUTCOME_LABEL_ONLY
601318,20260204,60D,-0.118249,OUTCOME_LABEL_ONLY
601138,20260204,5D,0.033514,OUTCOME_LABEL_ONLY
601138,20260204,20D,0.006553,OUTCOME_LABEL_ONLY
601138,20260204,60D,0.240592,OUTCOME_LABEL_ONLY
601899,20260204,5D,0.008172,OUTCOME_LABEL_ONLY
601899,20260204,20D,-0.030644,OUTCOME_LABEL_ONLY
601899,20260204,60D,-0.128192,OUTCOME_LABEL_ONLY
600036,20260204,5D,0.009997,OUTCOME_LABEL_ONLY
600036,20260204,20D,-0.01051,OUTCOME_LABEL_ONLY
600036,20260204,60D,-0.013074,OUTCOME_LABEL_ONLY
688981,20260204,5D,0.00148,OUTCOME_LABEL_ONLY
688981,20260204,20D,-0.070968,OUTCOME_LABEL_ONLY
688981,20260204,60D,-0.020637,OUTCOME_LABEL_ONLY
601088,20260204,5D,0.010372,OUTCOME_LABEL_ONLY
601088,20260204,20D,0.086987,OUTCOME_LABEL_ONLY
601088,20260204,60D,0.13107,OUTCOME_LABEL_ONLY
002594,20260204,5D,0.035225,OUTCOME_LABEL_ONLY
002594,20260204,20D,0.076845,OUTCOME_LABEL_ONLY
002594,20260204,60D,0.18241,OUTCOME_LABEL_ONLY
600028,20260204,5D,0.006154,OUTCOME_LABEL_ONLY
600028,20260204,20D,0.138462,OUTCOME_LABEL_ONLY
600028,20260204,60D,-0.166154,OUTCOME_LABEL_ONLY
600900,20260204,5D,0.003791,OUTCOME_LABEL_ONLY
600900,20260204,20D,0.026914,OUTCOME_LABEL_ONLY
600900,20260204,60D,0.014784,OUTCOME_LABEL_ONLY
300308,20260204,5D,-0.050161,OUTCOME_LABEL_ONLY
300308,20260204,20D,-0.0375,OUTCOME_LABEL_ONLY
300308,20260204,60D,0.510714,OUTCOME_LABEL_ONLY
601658,20260204,5D,0.015656,OUTCOME_LABEL_ONLY
601658,20260204,20D,-0.035225,OUTCOME_LABEL_ONLY
601658,20260204,60D,0.007828,OUTCOME_LABEL_ONLY
000333,20260204,5D,-0.001504,OUTCOME_LABEL_ONLY
000333,20260204,20D,-0.045734,OUTCOME_LABEL_ONLY
000333,20260204,60D,0.018795,OUTCOME_LABEL_ONLY
601328,20260204,5D,0.022489,OUTCOME_LABEL_ONLY
601328,20260204,20D,-0.001499,OUTCOME_LABEL_ONLY
601328,20260204,60D,0.041979,OUTCOME_LABEL_ONLY
688041,20260204,5D,0.045082,OUTCOME_LABEL_ONLY
688041,20260204,20D,-0.032787,OUTCOME_LABEL_ONLY
688041,20260204,60D,0.1425,OUTCOME_LABEL_ONLY
601728,20260204,5D,-0.003478,OUTCOME_LABEL_ONLY
